user,location,text,sentiment,probability
Anjocaba,"Montería, Colombia",El nuevo #iPhoneSE es un iPhone 8 versión mejorada. En $400us se deja comprar. 📱 https://t.co/AINQwgWkxJ,Positivo,78
Andermede30,Estados Unidos,"Finalmente @Apple ha dejado ver su iPhone SE (2) con diseños que ya conocíamos y muy similar al iPhone 8. 
Ahora in… https://t.co/abu6qHViMi",Positivo,68
evil_misterio,en algún lugar no muy lejano..,"De nuevo apple sacándose una de la  manga, de un producto antiguo integrando un software de nueva generación, a un… https://t.co/sqExbXMuAm",Positivo,83
PrimiumCM,Málaga,"iPhone SE (2020): el ""iPhone 9"" barato de Apple. Recupera el TouchID y ofrece un A13 Bionic por 489 euros.… https://t.co/bpiAJUmV4z",Positivo,64
unmundosmart,,"Apple acaba de anunciar el #iPhoneSE  2020 te contamos sus especificaciones y novedades, abrimos hilo.. https://t.co/v0uRW6lfgV",Positivo,59
luismesacabello,📌 Andaluz en Catalunya,Apple te quiere vender en pleno 2020 un móvil con más marcos que el Museo del Prado. #iPhoneSE,Positivo,65
javipez,Málaga,"Nuevo #iPhoneSE de Apple: 

• Procesador A13 Bionic (el mismo que el iPhone 11 Pro).
• Mantiene botón de inicio (co… https://t.co/YxmJNVRQxm",Positivo,76
futurosofia1,"Barcelona, España",El #iPhoneSE fabricado por Delos. Welcome to #Westworld https://t.co/zLoyzVwGv9,Positivo,72
damiantiscornia,,"#iPhoneSE #iPhone9 ya esta acá 
https://t.co/gxXJzGSj2l",Positivo,68
Naguastech,,A13 Bionic es el nuevo procesador del iPhone SE y con un diseño similar al antiguo iPhone 8. #iPhone9 #iPhoneSE… https://t.co/SvtBZ0mVMO,Positivo,78
gglomener,"Madrid, España",Perlitas en texto que solo se permite Apple❤️#iPhoneSE https://t.co/4O3a7KVvK5,Positivo,56
ojbaeza,"San Juan de Alicante, España","Estaba preparando un hilo comentando temas relacionados con el lanzamiento del #iPhoneSE y tal. BOOORING. 
Os lo re… https://t.co/2UT5CdHZHO",Positivo,75
jmanuelcarrion,,"Apple presenta iPhone SE de segunda generación, el más económico de la marca https://t.co/uZda3p4zzp @Apple… https://t.co/y7WmlvBWHK",Positivo,72
pedroaznar,"Barcelona, España","El seguimiento al DETALLE que hemos hecho en @applesfera del #iPhoneSE. Toda la info posible está aquí:

▶️… https://t.co/HJDw0AaMzK",Positivo,70
tecnofanatico,,iPhone SE ya está aquí. https://t.co/FjQr1JU0Ro. #iPhoneSE #iPhoneSE2020,Positivo,70
jais_7,"ÜT: 39.130476,-76.905142",Quiero el rojo #iPhoneSE https://t.co/BmF96QBdw8,Positivo,77
ProfeJuAntonio,"Arica, Chile",Todos los créditos a Jon 😱 el primero en confirmar la fecha oficial de salida de este nuevo #iPhoneSE https://t.co/Ym2TH2S3sG,Positivo,80
pedroaznar,"Barcelona, España","#iPhoneSE (segunda generación, 2020) muy buenas lecciones aprendidas:

- Diseño que Apple domina, Touch ID como alt… https://t.co/RxQM6kiZJq",Positivo,76
liderAndroide,,"Aquí con mi #iPhoneSE 2020 no me digan que un iPhone 8 rojo .... ENVIDIOSOS 😂🤣

Nuevo #iPhone : ES LO MISMO, PERO D… https://t.co/6chSK7KB2j",Positivo,78
RioT_PL,"Katowice, Poland",Aaale nadal do #iPhoneSE 😂 https://t.co/u9S1H3PvxE,Positivo,72
JacobElVeneco,Latinoamerica,"'Apple a lanzado los nuevos #iPhoneSE y bueno, son aparentemente más económicos pero aún son 2 palos wey, aunque po… https://t.co/e4CKcY8oC2",Positivo,78
Embi41,"Madrid y Albacete, España","¿Queréis saber todo sobre el nuevo #iPhoneSE? Por aquí un resumen:
https://t.co/QXNHFSpAy7",Positivo,80
Naguastech,,"Démosle la bienvenida al nuevo iPhone SE, con características similares al iPhone 11 Pro, el regreso del TouchID y… https://t.co/Unrh9bciDi",Positivo,80
datainfox,Ecuador,"#iPhoneSE 2020: así es el smartphone más asequible de Apple
https://t.co/Lno77MjFTl",Positivo,67
JonTorrenegra,Colombia,"Llego el momento de cambiar mi amado y viejo Iphone SE, por su segunda generación! 
https://t.co/86Y6CXUw3d
#iPhoneSE @Apple",Positivo,68
Lohar,Ciudad de México,"Sólo iPhone es capaz de lanzar un iPhone de 4.7 con Touch ID en pleno 2020. ¿Y saben algo? Va a ser un trancazo, ya… https://t.co/WcR4pAuOHO",Positivo,74
liderAndroide,,@MannyUceta Ya lo tengo mira 🥱 .... Pero tú dirás que no es un #iPhoneSE 2020 ....dirás qué es un iPhone 8 .... Ya… https://t.co/6wT2lOMRmt,Positivo,69
KrunsPanchal,"Ahmadabad City, India","iPhone SE 2020
#iphonese #iphonese2 #iphone9 #shotoniphone #iphoneevent @ Ahmedabad, India https://t.co/nwKeLpOv3N",Positivo,67
serraldino,Ciudad de México,"Apple lanzó un nuevo iPhone SE, con el corazón del 11 Pro pero el cuerpo del 8. 
¿Quién, de verdad, va a querer com… https://t.co/Gag1rD0won",Positivo,76
pedrostmr,🌍🇪🇸,¿De dónde sacará Apple España los precios de sus productos? Porque haces el cambio a dollars y te da incluso más ca… https://t.co/FFfa0HXXSB,Positivo,63
pedroriplis,"Badalona, Catalunya",Momento perfecto para cambiar de iPhone al #iPhoneSE,Positivo,68
SweetDayiss,Estado de México,"Lo esperé mucho, pero creo que me está decepcionando la cámara #iPhoneSE https://t.co/mIkj5CVxCM",Positivo,64
aligrouphifi,Mexico City,"Apple lanza al mercado el renovado #iPhoneSE. El teléfono inteligente de precio más accesible con A13 Bionic, el ch… https://t.co/wGP1RTMdCm",Positivo,67
comar_torrijos,,"Que comprarían en este momento del 2020? 

#iphoneSE 
#iPhoneSE2020 
#xiaomi #RedmiNote9s",Positivo,65
__Stereotipo,"Distrito Federal, México",#apple recicla más modelos que ustedes a sus ex. #iPhoneSE,Positivo,54
angeadz,Death Star,"Lo que me gusta del #iPhoneSE es el tamaño ❤️
https://t.co/GPXUF53QLz",Positivo,75
Ecomputer_,WALQA,"📣 #Apple acaba de lanzar el nuevo #iPhoneSE que une el chip más potente de la marca, el tamaño de iPhone más popula… https://t.co/VRrPYjITg4",Positivo,79
losconocedores,,Un poco de #tecnología Este es el nuevo #iPhoneSE 2020: imágenes y video https://t.co/jpRidV8v4V,Positivo,80
fernanditoccs,Venezuela,@apple #apple #iPhoneSE #iphone en verdad relanzar el modelo 8 y que ellas personas paguen más de 400$ solo por el… https://t.co/tcBtdAZc3z,Positivo,63
rewisormag,"Madrid, Comunidad de Madrid","El modelo más económico de la compañía de la manzana llegará en abril por un precio de 399$:

""Apple anuncia un nue… https://t.co/iiJRcYGkV4",Positivo,66
Andro_UY,Uruguay,"Oficial el nuevo iPhone SE 2020! 
Chip A13 del iPhone 11, el cuerpo de un iPhone 8, todo por USD 400!, un precio mu… https://t.co/6u39ZW4g3f",Positivo,77
Michoacaneando,,"Apple acaba de anunciar su nuevo #iPhoneSE, sin duda un digno rival para alcatel.",Positivo,75
Santillanes,México,El nuevo #iPhoneSE llegará a los que lo compren en preventa en EU el 24 de abril https://t.co/NsROkpr8Ek,Positivo,80
tykheideas,,"#Apple revela un nuevo #IphoneSE a $399 de manera inesperada

$AAPL -1.59% https://t.co/1ZQiB6vIq1",Positivo,79
Ktuin,España,"Nueva generación #iPhoneSE , seguro que ya os suena ese nombre⚡️
Un teléfono con especificaciones de iPhone 11 Pro… https://t.co/neYWYWJ30e",Positivo,78
AldoM_Gtz,"Querétaro,México",El nuevo #iPhoneSE es un iPhone 8 renovado pero teniendo menos variedad en colores pero que tiene la potencia de lo… https://t.co/6CL8I8My9o,Positivo,78
TendenciasTech,"Minnesota, USA",#Tecnología - ¿Despertando? Apple acaba de presentar el #iPhoneSE ¿Qué te parece? #Noticias https://t.co/WWUzWPDsZx https://t.co/Ha1Of65qpz,Positivo,63
Pacho_Bernate,"Bogotá, D.C., Colombia","#Apple lanza fundas de cuero y silicona para el nuevo #iPhoneSE, con un precio desde $ 35 dólares… https://t.co/cQfskf6f3T",Positivo,78
XatakaMexico,México,"En cuanto a precios del #iPhoneSE en 🇲🇽y 🇺🇸:

💾 64 GB 💸 10,999 pesos / 399 dólares
💾 128 GB 💸 11,999 pesos / 449 dó… https://t.co/WTPm2yQqjc",Positivo,64
XatakaMexico,México,"💥 El nuevo #iPhoneSE de Apple ya está aquí y éstas algunas de sus especificaciones:

📱 4.7 pulgadas (parece iPhone… https://t.co/PNUV35eEfU",Positivo,74
liderAndroide,,Aquí con mi nuevo #iPhoneSE 2020 🥱 pero ustedes todos como son unos envidiosos dirán que es un #iPhone 8 ya lo sé 😂🤣 https://t.co/s8LhUrgqwc,Positivo,78
mudo_,"Derry, Maine",Urge el #iPhoneSE 2 en coppel pero ya!,Positivo,62
grangerar,PARAGUAY,El nuevo Iphone SE 2. #apple #iPhoneSE https://t.co/lXVnULB8xS,Positivo,82
AldoM_Gtz,"Querétaro,México",Pues todo se confirmado con @Apple con el nuevo #iPhoneSE que sigue siendo un iPhone 8 con muchas mejoras y que por… https://t.co/cNkZgWU6Wg,Positivo,83
APPerlasMiguel,,"Pues ya lo tenemos aquí, el #iPhoneSE de 2020. Que os parece ?? A mi me fascina lo de “nuevo” 🤣🤣 #Apple #iOS… https://t.co/48y2xVTq4X",Positivo,76
pedroaznar,"Barcelona, España","Os prometo que acabamos antes de los aplausos ;)

#iPhoneSE is here! https://t.co/z2QdTziQUa",Positivo,68
ViaTecnologica,República Dominicana,"Quienes estaban a la espera de un iPhone asequible, aquí lo tienen ya: #Apple introdujo hoy la segunda generación d… https://t.co/biD7xG4iAj",Positivo,75
Vicente3232,Madrid,🙋‍♂️ GeekFlowers  ¡Ya está aquí el nuevo iPhone SE 2020! https://t.co/PYp2FPpUt1 Sígueme en mi IG 👉@geekflowers__… https://t.co/Lj23yH7TLp,Positivo,79
Macworldes,,"¡El nuevo iPhone SE ya está aquí! Apple acaba de anunciar un nuevo iPhone de 4,7 pulgadas por 489 euros. Te contamo… https://t.co/8bwO7huPKj",Positivo,79
tecnotrenes,,"Apple lanza su móvil más esperado, el iPhone SE (2020): un smartphone compacto que llega con TouchID, procesador A1… https://t.co/FbZK964LqK",Positivo,68
rommelyg,"Lima, Perú",#iPhoneSE del 2020 regresa con su modelo tradicional: lector de huella y grandes bíseles. Si precio es de 399 dólar… https://t.co/Bo1Wh7zung,Positivo,67
myychooh,"Guadalajara, Jalisco",Está hermoso en Rojo! #iPhoneSE https://t.co/XFz0TkKsCF,Positivo,71
liderAndroide,,"#Apple saco del almacén todos los iPhone 8 que no vendieron en el 2017 y le cambiaron el nombre , ahora de llaman… https://t.co/hK8OFDhS9d",Positivo,64
ihatemygvel,,Oficial el #iphoneSE https://t.co/uJoQdRA60k,Positivo,69
javielon95,,"Con el precio que tiene y el procesador que lleva es muy buena opcion, ya que comparte el mismo chip que los iPhone… https://t.co/ffDtlfAZ3a",Positivo,74
iShop_Mixup,Mexico,"Hoy #Apple anunció el lanzamiento del #iPhoneSE segunda generación, descúbrelo en iShop, ¡Muy Pronto! 

https://t.co/6A2oq9lg1k",Positivo,78
moshlsd,Villahermosa,El nuevo #iPhoneSE es una puta burla,Positivo,79
danyeltinajero,México,"En mi opinión el #iPhoneSE es un gran teléfono. El chip es el más reciente, cumple con funciones y el precio es muy… https://t.co/0SHnp8pjvT",Positivo,79
Pacho_Bernate,"Bogotá, D.C., Colombia","Vídeo promocional de #Apple para el nuevo #iPhoneSE 

https://t.co/EC85SnYmGQ https://t.co/blE0N7jirc",Positivo,79
sopitasfm,CDMX,"Vayan rompiendo el cochinito porque Apple acaba de anunciar el nuevo #iPhoneSE y se ve espectacular 😍📱

https://t.co/3hHb1RC3Dy",Positivo,79
kikeSalazar__,,Mi espíritu fanboy quiere despertar. #Apple #iPhoneSE https://t.co/EDIjSS5fLO,Positivo,67
mcabreraj,Madrid,"Ahhhh que el de 256gb vale 660 euros, que baratoooooo, pero es Apple dirían sus amantes. #camelogiageek… https://t.co/Edk6IK8AB6",Positivo,59
unocero,"México, D.F.","¡Paren todo! 

No podemos creer lo que costará el nuevo #iPhoneSE 

https://t.co/2exSDW8MFj",Positivo,80
CristoVQ,Las Palmas de Gran Canaria,"“Apple solo saca cosas para rico son muy c...” 
#iPhoneSE https://t.co/Oq1uPiOCcT",Positivo,59
mcabreraj,Madrid,"Ahh por cierto, diseño renovado! A no... Que es de hace varios años, 64gb 2 gb de ram y 500. Es APPLE!… https://t.co/Af86DQGkib",Positivo,61
danyeltinajero,México,Tenemos nuevo #iPhoneSE https://t.co/9gojhtNQUi,Positivo,84
vivo247ok,Argentina,#Tecnología @Apple lanzó el nuevo #iPhoneSE 2020: más potente y económico. Imágenes y video https://t.co/uQCLawxEHi,Positivo,78
vicneofigo,españa,"El nuevo iPhone SE 2020 va a ser el teléfono más vendido de Apple, es un precio de introducción al mundo Apple aún… https://t.co/8yTHle2k3H",Positivo,80
JuanantoGil,"Extremadura, España",Ya estoy comprando el nuevo #iphoneSE. Es para un amigo. 😅 https://t.co/wCUWXt0RNv,Positivo,87
green__tech,,"Se viene se viene...
#iPhoneSE",Positivo,65
Eliudcmg,"Distrito Federal, México","Es oficial Apple lanza nuevo #iPhoneSE con un precio desde los $10,999 lo cual lo hace muy atractivo. 
• Carga inal… https://t.co/XKi6d7aPpq",Positivo,76
Verownika,Barcelona,Grabando vídeo y preparando sorteo para mis seguidores en Youtube😎 ¿Qué color queréis? #iPhoneSE #Verownika https://t.co/2bena4WgSh,Positivo,77
NicoMerloCab,"San Francisco, Cba, Arg.",Muy cheto el nuevo #iPhoneSE 🤩,Positivo,86
Vicente3232,Madrid,"🙋‍♂️ GeekFlowers  Ya está aquí el Nuevo #iPhoneSE 2020 https://t.co/q8rq5FpeyY
Sígueme en IG 👉@geekflowers__… https://t.co/aCWE2jsAk7",Positivo,78
DrVelasquez,Tegucigalpa,¿Ya vieron en nuevo y super económico #iPhoneSE ? @Apple https://t.co/yKfbrpQoET,Positivo,81
audivampion,Ciudad de México,"Creo que el #iPhoneSE no vale la pena,a menos que de verdad te gusten los iPhone compactos... https://t.co/fHISrNUYJn",Positivo,57
Santillanes,México,Desde 10 999 pesos hasta 14 mil 499 los precios del nuevo #iPhoneSE https://t.co/wnNLoqkSoB,Positivo,81
migunlocker,"ÜT: 10.69381,-71.600178","El nuevo iPhone SE anunciado para este 24 de abril que les parece ??
.
.
.
.
#Apple 
#iPhoneSE 
#Iphone https://t.co/ZJYMqBGcgo",Positivo,76
sopitas,Mexico,AH PRRO! Así es el nuevo #iPhoneSE y todas las novedades que trae 😲📱 https://t.co/dkaKCzGfb7,Positivo,82
TECH_cetera,America,Con ustedes el (nuevo) #iPhoneSE https://t.co/xwI9Fd02tm,Positivo,81
territorimac,Badalona - Copenhaguen,"📱😍 Nuevo #iPhoneSE de @Apple: Gran potencia a precio asequible.
https://t.co/MYYwGajVIh
#AppleFans https://t.co/gMwpzjH1vN",Positivo,85
ORamosBets,Telegram @Orbets ,"¿Pero que porquería es esta @apple? 

500€ por un móvil de regreso al pasado... el #iPhoneSE no tiene valor ninguno… https://t.co/GAUOC4cFkQ",Positivo,66
paaulmarcc,"Barcelona, España",La persona que haya hecho el artículo del #iPhoneSE2 #iPhoneSE se merece un ascenso @Apple https://t.co/GPAm271W5G,Positivo,66
LucasRTito,"Rio de Janeiro, Brasil","iPhone SE - Específicos 

https://t.co/X1YaWLA5ef #Apple #iPhoneSE",Positivo,70
cesarsalza,"San Francisco, CA","El nuevo #iPhoneSE está aquí: 
📲 4.7 pulgadas 
💾 64, 128 y 256GB
📸 12 megapixeles: retrato y video 4K
🔋La del iPhon… https://t.co/6kSHF5iUMS",Positivo,77
juanjuez,"39.562067,2.623831","Esperaba que sacaran también una versión plus en este nuevo #iPhoneSE , pero aun todo me sigue pareciendo una opció… https://t.co/RpyIMwLLR3",Positivo,69
datogeek,Costa Rica,"#Apple presenta el #iPhoneSE 2020: procesador A13, múltiples colores y un precio rompedor https://t.co/0ym4MnfvNQ",Positivo,69
darling_lopez,,Iphone lanza la segunda generación del #iPhoneSE se llamará #iPhoneSE2 #iphonese2020 https://t.co/Dkkjfd3L2o,Positivo,71
jordicolom98,Madrid - Barcelona - Mallorca,Mucho IPhone Por Menos ✨ #Apple #iPhoneSE #Developers https://t.co/8LAXV7cBng,Positivo,63
esfera_iphone,Barcelona - España,"Apple presenta el nuevo #iPhoneSE, con chip A13, pantalla de 4,7”, Touch ID y grabación a 4K https://t.co/zoHz5aygn1",Positivo,78
iManuMX,México,"Algunas de las características del NUEVO iPhone SE 📲

Diseño de un iPhone 8 por fuera, cámara de un XR, potencia de… https://t.co/H7y84QpxWH",Positivo,81
XavierPoncho,SAN NICOLAS DE LOS GARZA NL,Ya salio el #iPhoneSE https://t.co/IC7RdOlU0M,Positivo,66
applesfera,España,"Hoy, ¡Applesfera 🔴Live especial para hablar del nuevo #iPhoneSE! 

A las 19:00 (hora española peninsular), os esper… https://t.co/M3Oe8Tco7u",Positivo,85
albertoalvero,"Sevilla, España",📱🎉 Pues ya es oficial. Nuevo #iPhoneSE desde 489€. 🗓 Disponible a partir del 24 de Abril. https://t.co/TGHOefncLD https://t.co/i4qqC7rCmx,Positivo,84
KrosmosTv,United States,"#iPHONESE ESTARA DISPONIBLE PRONTO‼️

✅ DESDE $399

✅ 4.7"" Retina Display

✅ A13 Bionic Chip

✅ 4k @ 30-fps

✅ Wire… https://t.co/uijFpdmmdq",Positivo,72
Enterados_pe,Lima,"Serán 3 colores, negro, blanco y (Product) RED. Además es resistente al agua y polvo. Lo podremos conseguir a parti… https://t.co/pecP9x4MFM",Positivo,61
Enterados_pe,Lima,Llega potenciado con un Chip A13 Bionic ya visto en el #iPhone11 y #iPhone11Pro. Pero la novedad es su cámara única… https://t.co/ZtwsFvfolH,Positivo,71
Enterados_pe,Lima,Al fin lo conocemos!!! #Apple presenta el nuevo #iPhoneSE https://t.co/ScmQ5jqqc6,Positivo,82
iAcidoTextual,Entiendan NO RESPONDO DM's,"Si el nuevo #iPhoneSE costara 400 dólares acá en Guatemala fijo lo venderán en unos 10,000 más con los precios altos de @iShopGuatemala",Positivo,71
limberlomeli,"20.563577,-103.325382","Ya salió el #iphoneSE2. Que, para @apple simplemente es, #iphoneSE. Solo viene con una cámara y 3 colores posterior… https://t.co/g2rFkmRU70",Positivo,58
GonzoMau,"Santiago, Chile",El viejo y querido #iPhoneSE vuelve a la vida: reencarna en el diseño del iPhone 8 pero tiene el procesador del iPh… https://t.co/VHI2yATnCG,Positivo,69
iAcidoTextual,Entiendan NO RESPONDO DM's,Lo quiero pero URGENTE #iPhoneSE #Apple #iPhoneSE2 #iphonese2020 https://t.co/V7UIqqYTsk,Positivo,76
AbrahamVelazqz,México D.F;,"3 colores #iPhoneSE 
Desde $399 dólares. ( en México yo creo desde 8,500 pesos ) https://t.co/dyNApkiddq",Positivo,65
comar_torrijos,,"Apple Lanza el nuevo iPhone 8.... oh perdón perdón, el iPhone SE.
.
.
#iPhoneSE #iphonese2020 https://t.co/Y6jnNmrTit",Positivo,79
Roberto_M_M_,Alcalá de Henares,Ya tenemos aquí el nuevo #iPhoneSE #iphonese2020 #iPhoneSE2 #iphone9 El iPhone con más nombres de la historia.  https://t.co/PJDGhUAdN2,Positivo,82
erikAmaro6,,El nuevo #iPhoneSE es lo mismo que el iPhone 8 no me jodan 😑😑#Apple,Positivo,79
Tutti_creeper,日本 北海道,"#iPhoneSE Product Environmental Report

https://t.co/G3lxNryV8W",Positivo,68
AbrahamVelazqz,México D.F;,"Oficial. Habemos iPhone SE #iPhoneSE 
📱 https://t.co/VDc9pgtMn9",Positivo,71
geekdegafas,España,Pero es que en USA los impuestos... YA. #iPhoneSE2020 #iPhoneSE https://t.co/2CscA0hM0E,Negativo,59
RAINWAFT,,Pues Apple se la ha sacado con el nuevo #iPhoneSE. Apple entra de lleno y a por sangre contra la gama media-alta de android.,Positivo,80
Novedades_Apple,México,"No se pero siento que ese iPhone ya lo eh visto antes, oh si se llamaba iPhone 8 

#iPhone #iphonese2020 #iPhoneSE… https://t.co/FMf8ijhaW0",Positivo,71
lmcaste,,Por fin ha merecido la espera después de tantos años! El nuevo Iphone SE ya está aqui! BIEEEN! 🎉 #iPhoneSE2… https://t.co/DCQSVw3Pdo,Positivo,81
parentesis,México,Todos los detalles del nuevo #iPhoneSE: https://t.co/BqYgbTQhrU https://t.co/ADwMnUMx9w,Positivo,79
Pacho_Bernate,"Bogotá, D.C., Colombia","#Apple dejó hoy vender el iPhone 8 y el iPhone 8 Plus después de anunciar el iPhone SE de segunda generación. 

El… https://t.co/nWn9IU19eH",Positivo,73
oscarhdez131,Veracruz. México ,#iPhoneSE con el Chip A13 Bionic del iPhone 11 Pro https://t.co/whuxHGKAJn,Positivo,67
Carlos_Vassan,México,"Pero, mientras llega a México 👀

Ya tengo video nuevo hablando del #iPhoneSE 👀 

Todo lo que quieres saber y recien… https://t.co/tyYlpMzqOU",Positivo,78
Juanilloky,vitoria,"Para los que tengan un presupuesto más ajustado y quieran tener un iPhone con el último procesador, un tamaño ideal… https://t.co/jexQlYzfg8",Positivo,66
luisalanmz,,#Habemus nuevo #iPhoneSE https://t.co/yAnWHqKXSr,Positivo,83
_oscarag,México DF,Este es el nuevo #iPhoneSE #iPhoneSE2 @Apple https://t.co/gMCdyRnmwu,Positivo,82
manzanaticos,,"Ya ha llegado el Nuevo IPhone 📲 SE 

#apple #iPhoneSE https://t.co/Juckjmmith",Positivo,82
Estrategia_SMC,Alcalá de Henares,The new iPhone SE — Apple https://t.co/t5q2pfOBNZ vía @YouTube #iphonese2020 #iPhoneSE #iPhoneSE2,Positivo,74
mr_josevicente,Cuba,"iPhone SE (2020) desde $399
@adrian_sendin embúllate y empieza a usar un teléfono de verdad jaja 

#iPhoneSE2… https://t.co/nmyJK4LHXE",Positivo,72
eureka_ec,Cuenca - Ecuador,"A pesar del aislamiento a nivel mundial, Apple ha lanzado un nuevo dispositivo... el nuevo #iPhoneSE 

https://t.co/x9F6accRJT",Positivo,83
OhMyGeek,Ciberespacio,Se los dijimos. Apple presentó el nuevo #iPhoneSE (2020) y costará desde $399 USD en Estados Unidos a partir de est… https://t.co/hIw1TVep2s,Positivo,80
ChinoEnPedales,Despeñaperros,"Es oficial, en la página de Apple, el #iPhoneSE ha reemplazado al #iPhone8",Positivo,63
Apperlas,,Ya está aquí el nuevo #iPhoneSE  a partir de 489€ https://t.co/Ym0YakkGWh,Positivo,84
manu_tech,"Sto. Dgo., Dominican Republic","El nuevo #AppleiPhoneSE es oficial!
US$400 😮

#Apple
#iPhone
#iPhoneSE
#iPhoneSE2020 https://t.co/rCNsFEmFYW",Positivo,80
parentesis,México,¿Despertando? Apple acaba de presentar el #iPhoneSE ¿Qué te parece? https://t.co/kn16hOBJEa,Positivo,57
RitchieArgueta,,"#Apple lanza el #iPhoneSE 2020 😱
* Pantalla de 4,7 pulgadas 📱
* A partir de 64G de almacenamiento 🥰
* Chip A13 😎
*… https://t.co/16rAWCtfyW",Positivo,68
MaykisWorld,"Barcelona, España",Habemus #iPhoneSE ‼️ que comience la fiesta 🎉 https://t.co/2P2f7zzZg9,Positivo,68
XavierCamps,Barcelona,Pues ya tenemos nuevo #iPhoneSE https://t.co/3Gc9WENvmn,Positivo,85
TechRadarES,United States,Éste es el nuevo #Apple #iPhone: el #iPhoneSE https://t.co/IzRDz0XX2v,Positivo,82
Miguel_h91,Entre Almería y Madrid,"Aquí toda la información sobre el nuevo #iPhoneSE (2020) desde 489 euros, un precio bastante interesante teniendo e… https://t.co/dYZHSZD6W6",Positivo,80
iManuMX,México,"🔴 Colores, Capcidades y Precios del NUEVO #iPhoneSE 

México 🇲🇽 (primera imagen)

USA 🇺🇸 (segunda imagen) https://t.co/u5WGOhQTtm",Positivo,76
Josesesteaga,"Arizona, USA","El #iPhoneSE te saluda @Mimacmx 👋 😂😂😂 yo lo dije, 399 dls un excelente precio para el mercado. #Apple… https://t.co/bQhkyhfB3U",Positivo,67
OneThingApple,,Actualizado con los precios de España #Apple #iPhone #iPhoneSE,Positivo,57
PTaracido,España,Primer lanzamiento de un nuevo iPhone con las tiendas cerradas....a ver que tal resulta el experimento #iPhoneSE https://t.co/lSC0LrEf7z,Positivo,85
tecnofanatico,,"Ya se encuentra en la tienda de Apple la información del iPhone SE a un valor de $399 dólares, listo para pre-orden… https://t.co/VRmfXpFDfp",Positivo,72
isupertecgaming,,Ya salió el nuevo #iPhoneSE https://t.co/P2pBXKD0mG,Positivo,83
RitchieArgueta,,#Apple ha lanzado el nuevo #iPhoneSE que tal te ha parecido? 😱❤️ https://t.co/5I22jznkSk,Positivo,84
elvortice_,España,"Apple desvela el nuevo #iphoneSe con el mismo diseño que el iPhone 8 desde 399 euros. 

• Pantalla 4.7” LCD 
• A13… https://t.co/oNXd3Q0lBU",Positivo,68
Santillanes,México,"El nuevo #iPhoneSE llega en tres colores : negro, blanco y RED https://t.co/bvueoWXjgi",Positivo,75
augeintl,"Miami, FL","Y salió a la venta el nuevo #iPhoneSE en 3 colores y su precio es de 399$ 
#Apple 
#iPhoneSE2 

Qué les parece ? https://t.co/yPPjxulUVs",Positivo,73
Carlos_Vassan,México,"Si es oficial, no fue un rumor solamente. #iPhoneSE es oficial y llegará pronto a México

Precio la versión inicial… https://t.co/TeQnQk1RpX",Positivo,66
RickyFernandezR,IG: @RickyFernandez.es,"Al final mi aportación no relevante era certera :) 

Ahora sí, #iPhoneSE https://t.co/aqbDF7UUw7 https://t.co/T5O98iw1fw",Positivo,68
gescol,United States📍| El Salvador,"Es oficial!! Apple lanza la segunda generación del iPhone SE.
4.7"" Retina HD display
A13 Bionic chip
Una cámara de… https://t.co/UUlQc5rInf",Positivo,69
tectoccr,"San José, Costa Rica",Y es oficial @Apple lanzó el #iPhoneSE https://t.co/MgQ38qKSs7 #iphoneSE2 #iphpnese2020,Positivo,67
SoyEduSanchez,🔴 Mis otras redes ▶▶,"iPhone SE (2020)

• Diseño de iPhone 8  
• Pantalla  LCD 4.7”
• Cjip A13 Bionic
• Cámara de 12MP 
• Negro, Rojo, Bl… https://t.co/QQR5wd7t31",Positivo,68
Santillanes,México,"Este es el nuevo #iPhoneSE pantalla de 4,7 pulgadas con A13 Bionic costará 399 dólares https://t.co/Jwuk2gokFx",Positivo,77
OscarKhima_,"Community of Madrid, Spain","Apple desvela el nuevo #iphoneSe con el mismo diseño que el iPhone 8 desde 399 dólares en Estados Unidos. 

• Panta… https://t.co/sUU9yiXHzA",Positivo,77
Embi41,"Madrid y Albacete, España","Me encanta lo limpio que es el diseño trasero... ¡Y se mantiene Touch ID! 🙄 #iPhoneSE
https://t.co/D30veq13sC",Positivo,74
Viatea,prensa@viatea.es,Apple presenta el nuevo iPhone SE por tan solo 399$ con el A13 Bionic. #iPhoneSE #Apple https://t.co/rHG0fbluT9,Positivo,72
TechAholicsPod,,"iPhone SE (2020)

• Diseño de iPhone 8  
• 4.7” LCD Display
• A13 Bionic chip 
• Cámara de 12MP 
• Negro, Rojo, Bla… https://t.co/Llnf0sdhbY",Positivo,68
TechAholicsPod,,"Es oficial, aqui el iPhone SE 2020 #iPhoneSE https://t.co/yjZ2s8cZfH",Positivo,75
ErichGarciaCruz,La Habana - Cuba,"Demoró, pero ya es ""oficial""

#iPhoneSE #iphonese2020 https://t.co/YBWgfBAq6o",Positivo,68
miopiniontech,United States,Apple a lanzar online el iPhone SE 2020 esta semana INFO: https://t.co/P6JyJCJlr2 #iPhoneSE #Apple #iPhoneSE2020 https://t.co/mQKxVFlydy,Positivo,72
ClaudioStoduto,Torino,"Sono pronto con la carta 😜 

#iPhoneSE",Positivo,70
